Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2522,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,32-081,1990,7.1,50.4,47.5,2.96,2.39,0.00,5.49,1.41,0.14,0.14,0.00,0.14,0.00,36.3,6.06,8.03,42.0,5.92,1.97,0.28,0.00,41.3,0.14,0.28,2.25,1.41,Matches
2523,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,eng Premier League,22-267,1999,20.8,54.4,52.2,2.26,1.35,0.00,6.35,1.54,0.00,0.00,0.00,0.00,0.00,41.3,5.82,7.26,40.6,8.99,2.45,0.91,0.14,47.6,0.14,0.77,1.39,0.72,Matches
2524,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,31-073,1991,7.6,38.3,29.3,8.95,0.53,0.13,3.42,0.66,1.58,1.05,0.92,0.13,0.00,19.7,9.08,9.47,3.68,24.3,2.37,7.37,0.13,28.8,0.39,0.53,0.79,0.79,Matches
2525,Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,27-221,1994,8.1,54.0,48.9,5.06,3.09,0.12,9.75,1.48,1.11,1.98,0.49,1.11,0.00,36.8,4.69,12.5,5.31,46.4,1.11,0.00,0.25,43.0,0.74,0.74,1.48,1.11,Matches
2526,Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,29-057,1993,19.6,30.3,29.3,1.02,0.31,0.05,8.21,0.56,1.22,0.31,0.05,0.26,0.00,17.5,4.85,7.96,4.80,20.3,2.30,0.41,0.51,19.3,0.26,0.66,1.89,1.99,Matches
2527,Damián Suárez\ba5004e1,uy URU,DF,Getafe,es La Liga,34-008,1988,28.2,48.9,35.9,13.0,2.52,0.04,5.14,3.12,2.66,0.78,0.32,0.18,0.18,21.2,9.79,17.9,3.72,32.1,2.27,9.72,0.21,33.5,0.14,0.92,1.70,2.20,Matches
2528,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,28-119,1994,27.6,65.2,58.6,6.56,2.25,0.29,7.83,2.39,1.49,2.57,0.87,1.16,0.29,47.9,6.52,10.8,8.55,53.9,1.56,0.36,0.29,52.0,0.14,0.80,2.39,1.59,Matches
2529,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,35-101,1987,19.5,24.0,22.3,1.69,0.00,0.10,5.90,0.46,0.46,0.00,0.00,0.00,0.00,14.4,5.79,3.79,3.54,17.5,1.33,0.00,0.67,17.4,0.26,0.26,1.59,1.03,Matches
2530,Mario Suárez\7106f0a0,es ESP,DF,Rayo Vallecano,es La Liga,35-070,1987,6.2,36.6,35.0,1.61,1.61,0.00,5.65,1.77,0.00,0.00,0.00,0.00,0.00,23.4,2.74,10.5,3.23,27.9,3.71,0.00,0.16,28.5,0.00,0.65,0.81,0.00,Matches
2531,Isaac Success\f573a8bf,ng NGA,FW,Udinese,it Serie A,26-118,1996,10.1,28.3,28.1,0.20,0.00,0.40,7.62,0.59,0.69,0.00,0.00,0.00,0.00,19.8,4.36,4.16,3.76,20.4,1.58,0.10,0.99,17.9,0.50,0.50,1.78,1.49,Matches
2532,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-244,1995,20.1,84.7,81.9,2.79,1.44,0.05,10.6,2.69,0.35,0.05,0.00,0.00,0.00,66.1,7.66,10.9,13.8,63.8,3.78,1.24,0.25,76.8,0.20,0.95,1.49,0.80,Matches
2533,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,20-079,2002,11.3,31.8,31.2,0.53,0.00,0.09,5.22,2.48,2.65,0.09,0.00,0.09,0.00,23.5,3.36,4.96,4.87,25.6,0.44,0.35,0.09,25.4,0.09,0.53,1.68,1.24,Matches
2534,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,20-187,2001,1.4,49.3,48.6,0.71,0.00,0.00,7.86,0.71,2.86,0.00,0.00,0.00,0.00,41.4,4.29,3.57,3.57,44.3,0.00,0.71,0.00,35.7,0.00,1.43,2.86,2.86,Matches
2535,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,it Serie A,22-079,2000,0.2,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.00,5.00,0.00,15.0,5.00,0.00,0.00,15.0,0.00,0.00,0.00,0.00,Matches
2536,Suso\4e219ad2,es ESP,FW,Sevilla,es La Liga,28-167,1993,4.3,43.3,40.9,2.33,0.47,0.00,8.14,2.09,2.33,1.16,0.47,0.00,0.00,30.0,6.28,6.98,36.5,4.19,0.93,0.70,0.23,33.0,0.23,1.86,1.86,1.40,Matches
2537,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,22-124,2000,9.3,48.1,43.4,4.62,1.29,0.00,6.13,1.40,0.86,0.00,0.00,0.00,0.00,29.7,8.06,10.3,5.81,33.2,3.76,3.33,0.22,38.0,0.00,1.29,1.61,0.97,Matches
2538,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,it Serie A,23-120,1999,27.7,37.2,35.2,2.02,0.76,0.14,6.28,1.48,1.16,0.97,0.29,0.29,0.00,23.6,5.13,8.48,4.80,29.8,1.62,0.14,0.14,27.5,0.14,0.79,1.34,1.30,Matches
2539,Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,23-202,1998,10.6,45.5,44.2,1.32,1.32,0.00,7.45,1.23,0.00,0.00,0.00,0.00,0.00,32.8,3.68,8.96,6.98,35.2,1.42,0.00,0.28,39.2,0.00,0.57,0.85,1.04,Matches
2540,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,fr Ligue 1,22-025,2000,1.7,44.7,44.7,0.00,0.00,0.00,2.94,0.59,0.00,0.00,0.00,0.00,0.00,29.4,5.29,10.0,1.76,41.2,1.18,0.00,0.00,30.6,0.00,1.76,1.18,1.18,Matches
2541,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,es La Liga,28-046,1994,4.4,15.7,14.8,0.91,0.00,0.00,5.23,0.91,1.59,0.00,0.00,0.00,0.00,7.95,3.64,4.09,0.68,10.2,2.05,0.00,0.00,8.86,0.00,1.14,0.45,1.14,Matches
2542,Mamadou Sylla\e5ec95f8,sn SEN,FWMF,Rayo Vallecano,es La Liga,28-046,1994,2.2,26.4,24.5,1.82,0.00,0.00,6.82,0.45,0.91,0.00,0.00,0.00,0.00,13.6,7.27,5.45,4.55,13.6,3.64,0.45,0.45,18.2,0.00,1.36,0.91,0.45,Matches
2543,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,de Bundesliga,34-147,1987,2.9,27.2,26.9,0.34,0.00,0.00,11.7,0.00,1.38,0.00,0.00,0.00,0.00,11.0,9.31,6.90,1.72,16.9,3.10,0.34,1.72,17.2,0.34,0.34,2.07,1.03,Matches
2544,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,32-017,1990,32.0,30.4,23.4,6.97,1.59,0.00,2.88,1.16,0.00,0.00,0.00,0.00,0.00,18.9,1.19,10.3,2.97,22.1,0.00,0.03,4.44,24.7,0.13,0.59,0.41,0.06,Matches
2545,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,de Bundesliga,21-192,2000,16.9,56.6,50.4,6.21,2.19,0.18,10.9,2.19,2.31,3.14,1.42,1.07,0.18,37.9,8.58,10.1,5.27,47.0,1.60,0.83,0.71,43.6,0.30,0.47,1.89,1.60,Matches
2546,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,eng Premier League,24-063,1998,4.1,42.9,41.0,1.95,1.22,0.00,4.88,1.71,0.00,0.00,0.00,0.00,0.00,28.5,5.37,9.02,4.15,34.4,2.93,0.49,0.00,35.9,0.00,0.49,0.73,0.24,Matches
2547,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,es La Liga,26-151,1995,15.9,24.3,23.1,1.19,0.06,0.13,8.18,0.19,0.44,0.06,0.00,0.00,0.00,15.8,4.91,3.58,13.2,5.79,1.76,0.06,0.06,17.8,0.06,0.44,0.88,1.07,Matches
2548,Tachi\8b625720,es ESP,DF,Alavés,es La Liga,24-237,1997,2.7,31.5,26.7,4.81,2.22,0.00,6.30,1.85,1.11,0.00,0.00,0.00,0.00,11.9,3.70,15.9,0.74,23.7,2.96,2.59,0.00,20.4,0.37,1.11,1.11,0.00,Matches
2549,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,26-083,1996,30.0,59.0,57.1,1.93,1.30,0.10,6.50,1.17,0.10,0.00,0.00,0.00,0.00,48.2,4.17,6.60,9.37,45.5,2.17,0.10,0.10,52.9,0.03,0.60,1.13,0.43,Matches
2550,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,fr Ligue 1,20-059,2002,1.5,47.3,44.0,3.33,0.00,0.00,8.67,0.67,0.00,0.00,0.00,0.00,0.00,35.3,6.67,5.33,8.00,34.0,0.67,3.33,0.00,38.7,0.00,0.67,2.67,0.00,Matches
2551,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,fr Ligue 1,29-092,1993,20.8,53.8,52.5,1.20,0.91,0.34,8.65,1.44,0.77,0.00,0.00,0.00,0.00,42.7,5.24,5.77,3.85,47.8,1.06,0.29,0.43,46.8,0.10,0.72,1.54,1.11,Matches
2552,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,it Serie A,28-090,1994,26.2,46.0,43.1,2.90,1.34,0.00,8.09,0.95,0.99,0.00,0.00,0.00,0.00,30.7,7.10,8.13,5.57,34.6,2.52,1.53,0.19,36.6,0.15,0.73,1.79,1.15,Matches
2553,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,23-035,1999,8.2,48.3,41.6,6.71,0.61,0.00,5.00,0.98,1.22,0.00,0.00,0.00,0.00,31.6,7.93,8.78,4.27,34.9,1.95,6.10,0.24,39.9,0.00,0.85,1.59,0.61,Matches
2554,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,es La Liga,26-281,1995,14.8,53.8,51.1,2.64,2.43,0.07,7.30,2.36,0.14,0.00,0.00,0.00,0.00,34.9,7.09,11.8,5.74,41.5,3.99,0.14,0.41,42.8,0.34,1.22,1.28,1.42,Matches
2555,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,23-092,1999,18.2,71.5,68.4,3.19,1.43,0.00,6.98,2.25,0.11,0.00,0.00,0.00,0.00,59.2,4.84,7.53,9.18,59.2,1.76,0.11,0.05,63.4,0.16,0.77,1.48,0.82,Matches
2556,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,fr Ligue 1,30-013,1992,26.2,69.4,62.1,7.29,3.55,0.15,10.6,4.69,0.95,3.28,1.98,0.99,0.11,46.5,6.95,16.0,9.81,55.9,2.14,0.46,0.11,56.9,0.23,1.11,2.33,0.65,Matches
2557,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,26-229,1995,15.9,50.6,41.3,9.31,1.19,0.00,6.29,1.70,2.58,0.57,0.00,0.13,0.38,26.5,10.3,13.9,34.8,4.28,2.45,7.55,0.19,37.7,0.06,0.63,1.89,2.08,Matches
2558,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,eng Premier League,26-229,1995,13.0,49.8,36.2,13.7,1.92,0.00,6.23,1.77,1.69,1.77,1.23,0.38,0.15,23.8,10.6,15.5,31.2,4.00,3.54,10.0,0.15,36.8,0.08,0.31,1.92,1.54,Matches
2559,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,fr Ligue 1,19-350,2002,0.1,70.0,70.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,60.0,10.0,0.00,10.0,60.0,0.00,0.00,0.00,70.0,0.00,0.00,0.00,0.00,Matches
2560,James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,29-167,1992,32.0,32.1,31.5,0.59,0.47,0.03,5.44,1.84,0.06,0.00,0.00,0.00,0.00,14.3,4.22,13.6,3.56,20.4,4.88,0.13,0.09,22.8,0.13,1.22,0.78,0.31,Matches
2561,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,36-085,1986,6.0,34.3,26.2,8.17,1.83,0.00,1.17,0.83,0.00,0.00,0.00,0.00,0.00,18.8,2.17,13.3,4.33,26.7,0.00,0.00,2.17,27.0,0.00,0.33,0.50,0.17,Matches
2562,Niklas Tauer\27270af4,de GER,DFMF,Mainz 05,de Bundesliga,21-077,2001,5.2,36.5,34.4,2.12,0.58,0.00,4.62,0.19,0.38,0.00,0.00,0.00,0.00,22.5,5.96,8.08,6.15,22.5,4.42,1.54,0.00,27.7,0.00,0.38,0.58,1.35,Matches
2563,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,22-099,2000,11.2,56.0,47.1,8.84,0.71,0.00,6.16,1.96,2.32,0.00,0.00,0.00,0.00,37.0,11.3,7.77,37.5,7.86,1.16,8.13,0.09,45.7,0.09,1.07,1.34,2.32,Matches
2564,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,28-229,1993,26.3,44.9,34.9,9.96,0.42,0.04,6.46,0.91,2.09,0.00,0.00,0.00,0.00,18.2,11.4,15.3,29.8,1.37,2.55,9.54,0.04,31.9,0.38,1.06,1.14,2.02,Matches
2565,Loum Tchaouna\a3c8b4d3,fr FRA,FWMF,Rennes,fr Ligue 1,18-239,2003,1.0,40.0,36.0,4.00,2.00,0.00,8.00,0.00,3.00,1.00,1.00,0.00,0.00,22.0,10.0,8.00,29.0,4.00,4.00,1.00,0.00,26.0,0.00,1.00,2.00,1.00,Matches
2566,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,fr Ligue 1,24-014,1998,2.3,41.7,39.1,2.61,1.30,0.00,3.48,2.17,0.43,0.87,0.00,0.43,0.00,31.7,3.04,6.96,25.7,14.3,0.87,0.00,0.00,36.5,0.00,0.87,0.43,0.00,Matches
2567,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,fr Ligue 1,22-098,2000,29.5,64.5,62.6,1.90,1.83,0.17,10.3,1.66,0.68,0.00,0.00,0.00,0.00,50.8,5.46,8.24,6.41,52.6,3.12,0.07,0.24,56.2,0.20,0.64,1.56,0.81,Matches
2568,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,fr Ligue 1,17-008,2005,0.5,48.0,46.0,2.00,0.00,0.00,4.00,2.00,4.00,2.00,2.00,0.00,0.00,30.0,2.00,16.0,8.00,36.0,4.00,0.00,0.00,32.0,0.00,2.00,6.00,2.00,Matches
2569,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,fr Ligue 1,24-329,1997,3.2,26.6,25.0,1.56,0.00,0.00,5.94,0.31,0.31,0.00,0.00,0.00,0.00,19.1,5.63,1.88,9.06,14.4,1.25,0.63,0.00,21.9,0.00,0.00,0.63,1.25,Matches
2570,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,eng Premier League,22-304,1999,8.2,20.6,19.9,0.73,0.12,0.00,4.51,0.49,1.10,0.24,0.00,0.00,0.00,13.4,2.44,4.76,5.12,12.8,1.59,0.24,0.12,12.4,0.12,0.49,0.98,1.34,Matches
2571,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,29-141,1992,16.4,64.0,52.6,11.3,1.28,0.00,7.99,1.71,3.41,2.56,1.16,1.16,0.12,37.9,11.2,14.9,49.8,3.66,1.83,7.50,0.18,47.9,0.30,0.67,2.50,1.77,Matches
2572,Cristian Tello\72a99e38,es ESP,FWMF,Betis,es La Liga,30-267,1991,9.0,40.3,39.4,0.89,0.11,0.00,7.00,0.67,1.56,0.33,0.11,0.22,0.00,29.6,6.67,4.11,8.44,29.4,1.33,0.44,0.22,31.0,0.11,0.11,2.11,1.67,Matches
2573,Nahuel Tenaglia\66654daa,ar ARG,DF,Alavés,es La Liga,26-073,1996,9.3,38.1,27.8,10.2,0.22,0.00,4.41,0.32,0.86,0.00,0.00,0.00,0.00,11.5,10.6,15.9,0.86,22.3,3.87,10.0,0.11,23.7,0.00,1.29,1.40,2.04,Matches
2574,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,30-005,1992,32.0,37.0,29.3,7.69,1.56,0.03,2.97,0.72,0.00,0.00,0.00,0.00,0.00,25.8,1.41,9.75,7.81,24.6,0.00,0.00,4.13,32.0,0.13,0.41,0.38,0.06,Matches
2575,Filippo Terracciano\5cbb5ad6,it ITA,DF,Hellas Verona,it Serie A,19-086,2003,0.1,50.0,30.0,20.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,30.0,10.0,10.0,0.00,20.0,0.00,30.0,0.00,0.00,0.00,0.00,Matches
2576,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,32-058,1990,28.8,48.2,39.5,8.68,3.23,0.00,3.92,2.60,0.00,0.00,0.00,0.00,0.00,28.0,2.60,17.6,7.47,35.0,0.00,0.00,4.44,39.0,0.10,0.66,0.49,0.14,Matches
2577,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,fr Ligue 1,25-062,1997,28.1,31.5,30.9,0.68,0.11,0.04,8.01,1.00,1.25,0.00,0.00,0.00,0.00,23.0,4.59,3.99,2.06,26.1,1.28,0.07,0.60,24.9,0.28,0.46,1.10,0.93,Matches
2578,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,22-261,1999,2.8,80.4,65.4,15.0,2.86,0.00,9.64,3.21,3.93,4.29,0.71,1.79,0.00,52.9,12.9,14.6,62.1,7.86,0.36,7.86,0.00,66.8,0.36,0.36,1.43,1.79,Matches
2579,Robert Tesche\037130ca,de GER,MF,Bochum,de Bundesliga,34-343,1987,3.2,41.6,41.3,0.31,0.31,0.00,3.44,3.13,0.31,0.00,0.00,0.00,0.00,30.0,5.00,6.56,5.63,33.4,1.88,0.00,0.31,35.3,0.31,0.94,1.56,0.94,Matches
2580,Tanner Tessmann\ac277993,us USA,MF,Venezia,it Serie A,20-223,2001,7.4,28.6,27.8,0.81,0.68,0.00,6.08,1.49,0.41,0.00,0.00,0.00,0.00,19.5,2.43,6.76,6.49,20.5,0.95,0.00,0.14,21.6,0.14,1.49,1.22,0.68,Matches
2581,Tetê\7120a04d,br BRA,FW,Lyon,fr Ligue 1,22-079,2000,3.5,31.7,30.0,1.71,0.57,0.00,5.71,0.86,1.43,1.14,0.29,0.29,0.00,24.6,2.86,4.29,25.4,4.86,0.57,0.00,0.00,23.7,0.00,0.29,0.86,1.71,Matches
2582,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,de Bundesliga,25-111,1997,1.2,25.0,23.3,1.67,0.00,0.00,9.17,0.83,0.83,0.00,0.00,0.00,0.00,20.0,4.17,0.83,4.17,19.2,0.00,0.00,0.00,16.7,0.83,0.00,0.00,2.50,Matches
2583,Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21-345,2000,26.1,54.9,52.5,2.41,1.53,0.04,5.79,0.88,0.42,0.00,0.00,0.00,0.00,42.1,3.83,8.89,42.5,8.58,2.26,0.84,0.00,45.9,0.04,1.03,1.03,1.03,Matches
2584,Jan Thielmann\fd53759d,de GER,MFFW,Köln,de Bundesliga,19-344,2002,12.6,31.0,29.7,1.27,0.40,0.08,7.46,1.27,2.70,0.00,0.00,0.00,0.00,16.2,7.94,6.83,2.62,24.0,2.06,0.79,0.24,18.7,0.40,0.95,1.43,3.17,Matches
2585,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,fr Ligue 1,26-338,1995,0.0,4,4,0,0,0,2,0,0,0,0,0,0,2,1,1,0,3,0,0,0,2,0,0,0,1,Matches
2586,Sada Thioub\f4bc42b1,sn SEN,DF,Saint-Étienne,fr Ligue 1,26-338,1995,9.9,49.8,42.4,7.37,0.51,0.10,7.88,1.01,2.63,0.00,0.00,0.00,0.00,31.3,9.60,8.89,6.67,34.7,0.71,6.87,0.20,38.6,0.30,1.41,1.62,1.41,Matches
2587,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20-329,2001,20.2,61.2,49.6,11.6,0.94,0.15,8.02,0.45,1.14,0.10,0.00,0.10,0.00,37.8,13.3,10.1,42.1,3.96,3.22,10.6,0.15,49.4,0.05,0.74,1.93,1.83,Matches
2588,Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33-327,1988,26.8,59.3,56.9,2.31,2.05,0.00,4.93,3.10,0.00,0.00,0.00,0.00,0.00,45.7,4.18,9.37,49.2,5.63,2.65,0.26,0.07,51.9,0.04,1.01,0.78,0.41,Matches
2589,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,fr Ligue 1,28-146,1993,23.9,50.2,48.2,1.97,0.67,0.21,9.71,0.79,2.18,0.29,0.04,0.08,0.00,37.0,6.78,6.40,9.12,37.7,1.80,0.67,0.33,38.7,0.21,0.79,2.22,2.18,Matches
2590,Erik Thommy\df8e7b62,de GER,DFFW,Stuttgart,de Bundesliga,27-258,1994,2.6,40.4,36.2,4.23,1.54,0.00,8.85,1.15,2.31,1.92,0.00,1.92,0.00,26.5,6.54,7.31,6.15,31.2,1.15,0.77,0.00,30.4,0.00,0.38,0.38,2.69,Matches
2591,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,eng Premier League,21-283,2000,1.6,25.6,24.4,1.25,0.63,0.00,2.50,0.63,0.63,0.00,0.00,0.00,0.00,14.4,5.00,6.25,15.6,6.88,1.88,0.63,0.00,13.1,0.63,1.88,2.50,1.88,Matches
2592,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,it Serie A,26-000,1996,30.2,31.0,30.4,0.66,0.53,0.07,10.8,0.33,0.07,0.00,0.00,0.00,0.00,18.6,5.99,6.42,3.44,19.0,2.62,0.13,0.66,22.8,0.03,0.66,1.03,0.83,Matches
2593,Thuler\db23d9fc,br BRA,DF,Montpellier,fr Ligue 1,23-056,1999,8.8,35.1,34.0,1.14,0.80,0.00,4.66,0.68,0.11,0.00,0.00,0.00,0.00,26.4,3.86,4.89,1.59,30.6,1.70,0.23,0.00,29.4,0.00,1.25,0.57,0.45,Matches
2594,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,de Bundesliga,24-272,1997,10.6,21.7,20.2,1.51,0.00,0.09,7.55,0.28,1.32,0.00,0.00,0.00,0.00,15.1,3.87,2.74,3.02,15.4,1.04,0.09,0.38,16.0,0.00,0.28,1.32,0.94,Matches
2595,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,fr Ligue 1,21-040,2001,19.9,53.8,52.3,1.51,1.41,0.20,7.99,1.16,0.40,0.00,0.00,0.00,0.00,43.4,4.22,6.18,8.89,42.3,1.61,0.10,0.35,46.5,0.10,1.16,1.31,1.06,Matches
2596,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,de Bundesliga,18-183,2003,4.3,27.2,26.3,0.93,0.47,0.00,7.44,0.47,0.47,0.00,0.00,0.00,0.00,21.2,4.42,1.63,3.26,21.6,0.23,0.23,0.70,20.9,0.00,0.47,0.23,1.16,Matches
2597,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,fr Ligue 1,23-062,1999,1.7,21.2,20.0,1.18,0.00,0.00,2.35,0.00,0.59,0.59,0.00,0.00,0.00,19.4,1.76,0.00,5.29,14.7,1.18,0.00,0.00,19.4,0.00,0.00,0.59,0.00,Matches
2598,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,eng Premier League,24-363,1997,25.2,58.6,55.1,3.53,1.87,0.16,10.4,1.63,0.75,0.95,0.44,0.32,0.04,45.1,5.08,8.41,10.7,44.8,1.87,0.52,0.16,48.2,0.28,1.03,2.14,1.11,Matches
2599,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,eng Premier League,24-334,1997,21.3,54.6,46.0,8.69,0.47,0.00,4.55,1.88,3.38,0.00,0.00,0.00,0.00,33.1,9.48,12.1,39.0,4.41,2.49,8.22,0.05,42.4,0.33,0.85,1.74,1.50,Matches
2600,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,de Bundesliga,23-278,1998,1.2,35.8,35.0,0.83,0.00,0.00,11.7,0.83,1.67,0.00,0.00,0.00,0.00,24.2,9.17,2.50,25.8,4.17,1.67,0.00,0.00,20.0,0.00,0.83,5.83,0.00,Matches
2601,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,de Bundesliga,19-342,2002,1.2,33.3,32.5,0.83,0.00,0.00,9.17,0.83,0.00,0.00,0.00,0.00,0.00,26.7,5.00,1.67,1.67,27.5,1.67,0.83,0.00,25.8,0.00,0.83,2.50,1.67,Matches
2602,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,de Bundesliga,23-121,1999,20.5,32.0,28.2,3.80,1.32,0.15,7.56,0.73,0.93,1.85,1.12,0.34,0.34,23.6,2.44,5.95,6.54,23.5,1.07,0.10,0.34,22.6,0.29,0.63,1.32,2.00,Matches
2603,David Timor\174651c8,es ESP,MF,Getafe,es La Liga,32-200,1989,3.8,46.3,41.8,4.47,2.63,0.00,6.32,3.95,0.26,1.84,1.05,0.53,0.00,26.1,6.58,13.7,37.6,2.11,4.74,0.00,0.26,36.8,0.00,0.53,0.53,0.00,Matches
2604,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,fr Ligue 1,22-126,1999,31.6,68.3,66.2,2.09,1.99,0.06,6.33,1.39,0.13,0.00,0.00,0.00,0.00,55.2,3.64,9.49,4.24,60.0,2.66,0.09,0.22,60.1,0.16,1.11,1.17,0.60,Matches
2605,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,fr Ligue 1,29-233,1992,23.3,36.7,35.9,0.77,0.00,0.17,8.24,0.90,2.19,0.00,0.00,0.00,0.00,25.8,5.67,5.15,3.48,30.6,1.12,0.60,0.00,29.0,0.13,0.47,1.50,1.29,Matches
2606,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,de Bundesliga,27-275,1994,7.6,72.2,70.4,1.84,1.45,0.79,11.7,2.89,0.79,0.00,0.00,0.00,0.00,55.4,7.50,9.34,8.16,59.7,2.76,0.26,0.13,62.6,0.13,0.53,2.63,1.71,Matches
2607,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,it Serie A,27-270,1994,15.5,55.2,45.2,9.94,1.23,0.13,5.10,1.23,1.35,0.00,0.00,0.00,0.00,37.0,12.4,5.81,2.97,41.2,1.68,8.71,0.26,48.7,0.19,0.77,1.03,1.23,Matches
2608,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,it Serie A,31-207,1990,16.0,58.8,56.1,2.69,1.13,0.13,5.63,1.19,0.63,0.00,0.00,0.00,0.00,40.8,7.88,10.1,5.19,48.4,2.25,1.56,0.00,49.1,0.25,0.81,1.06,1.75,Matches
2609,Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,es La Liga,27-200,1994,30.0,22.7,21.5,1.23,0.13,0.03,6.13,1.73,0.87,0.00,0.00,0.00,0.00,16.6,2.80,3.37,4.67,16.5,0.60,0.10,0.43,18.7,0.13,0.30,0.80,0.60,Matches
2610,Tiago Tomás\b492126a,pt POR,FW,Stuttgart,de Bundesliga,19-323,2002,10.5,19.3,18.4,0.95,0.00,0.00,4.86,0.57,1.71,0.10,0.00,0.00,0.00,13.0,3.62,2.76,2.67,15.2,0.86,0.19,0.29,12.5,0.19,0.48,1.52,0.86,Matches
