Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
2303,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,it Serie A,22-312,1999,18.6,56.7,0.86,6.45,26.9,28.2,3.49,55.5,2.58,4.52,57.1,2.74,0.54,43.5,237.1,126.8,7.80,2.37,0.65,2.04,1.83,50.9,42.0,82.5,6.45,Matches
2304,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,fr Ligue 1,22-051,2000,0.9,72.2,0.00,15.6,28.9,37.8,12.2,71.1,3.33,11.1,30.0,3.33,0.00,58.9,381.1,264.4,11.1,1.11,4.44,4.44,2.22,67.8,53.3,78.7,15.6,Matches
2305,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,fr Ligue 1,27-016,1995,6.7,45.1,0.00,2.39,25.2,21.2,5.82,44.0,1.19,2.09,57.1,1.19,0.00,30.3,176.9,116.6,7.16,1.94,1.19,2.24,1.19,47.5,37.0,78.0,7.61,Matches
2306,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,eng Premier League,25-054,1997,28.5,40.0,0.28,3.54,19.4,23.5,4.35,39.1,4.63,7.72,60.0,4.98,0.14,38.2,261.4,165.9,8.04,2.84,1.72,2.74,3.82,42.5,30.7,72.2,4.49,Matches
2307,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,eng Premier League,32-040,1990,29.3,70.9,10.1,40.3,29.4,4.16,1.09,69.2,0.17,0.24,71.4,0.17,0.03,41.0,184.6,97.1,2.46,0.65,0.03,0.17,0.24,47.5,46.2,97.3,0.20,Matches
2308,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,eng Premier League,20-242,2001,29.5,50.9,0.95,5.86,18.7,29.9,7.15,48.5,1.53,3.08,49.5,1.56,0.24,37.5,218.1,145.9,8.07,1.97,1.86,2.44,1.83,51.6,37.1,72.0,7.36,Matches
2309,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,fr Ligue 1,32-081,1990,26.6,65.6,13.3,40.3,27.9,0.79,0.30,63.5,0.34,0.45,75.0,0.34,0.00,39.8,189.4,100.6,1.80,0.08,0.04,0.15,0.26,42.8,42.3,98.9,0.00,Matches
2310,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,fr Ligue 1,34-009,1988,1.7,41.2,0.59,2.35,20.6,22.4,4.71,37.1,1.18,1.76,66.7,1.18,0.00,27.1,82.4,37.1,2.94,2.94,0.59,5.29,2.94,38.2,27.6,72.3,9.41,Matches
2311,Jacopo Sala\da5a981b,it ITA,MF,Spezia,it Serie A,30-151,1991,9.8,57.0,2.55,17.9,32.6,8.67,0.61,54.9,0.51,0.82,62.5,0.51,0.00,35.4,144.9,62.7,2.04,0.71,0.00,0.31,1.12,38.2,35.6,93.3,0.71,Matches
2312,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,eng Premier League,29-324,1992,29.1,51.6,0.21,2.37,16.4,35.9,10.6,51.1,1.89,4.43,42.6,2.30,0.07,40.0,172.5,106.0,6.84,1.24,2.27,2.68,2.68,64.8,42.7,65.9,11.8,Matches
2313,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,it Serie A,20-216,2001,4.5,42.9,1.56,5.56,20.0,21.3,4.44,41.1,0.67,1.78,37.5,0.89,0.00,29.1,123.3,55.3,3.33,1.78,0.22,1.33,2.22,39.6,30.4,77.0,5.78,Matches
2314,William Saliba\972aeb2a,fr FRA,DF,Marseille,fr Ligue 1,21-042,2001,34.0,93.5,8.12,40.1,55.2,5.32,1.09,91.1,0.79,1.09,73.0,0.79,0.12,70.6,398.5,236.2,6.65,0.71,0.09,0.35,0.59,74.4,73.1,98.2,0.29,Matches
2315,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,37-280,1984,1.0,34.0,25.0,32.0,2.00,0.00,0.00,30.0,1.00,1.00,100.0,1.00,0.00,27.0,117.0,68.0,0.00,0.00,0.00,0.00,0.00,20.0,20.0,100.0,0.00,Matches
2316,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,eng Premier League,23-018,1999,30.0,68.5,9.17,33.2,33.4,5.73,1.07,64.8,0.23,0.40,58.3,0.23,0.00,37.2,234.3,110.0,3.60,0.50,0.00,0.23,0.57,38.0,37.1,97.6,0.13,Matches
2317,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,de Bundesliga,24-348,1997,15.6,42.4,1.35,6.92,18.3,20.1,4.62,41.5,1.15,2.44,47.4,1.35,0.38,29.2,143.5,76.3,4.49,1.28,0.51,1.92,1.92,42.8,30.1,70.3,6.99,Matches
2318,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,fr Ligue 1,29-165,1992,27.5,54.8,5.93,29.7,25.2,4.33,0.51,51.1,0.51,0.62,82.4,0.51,0.04,32.7,208.4,106.9,2.55,1.09,0.00,0.40,0.40,32.3,31.1,96.4,0.18,Matches
2319,Salvi\405f267a,es ESP,MFFW,Cádiz,es La Liga,31-036,1991,15.4,32.7,1.23,7.01,13.4,14.5,2.47,31.2,0.45,0.97,46.7,0.52,0.06,19.2,128.4,77.9,2.99,1.17,0.39,1.82,0.71,31.7,20.2,63.7,3.64,Matches
2320,Lazar Samardzic\217c93a1,de GER,MF,Udinese,it Serie A,20-070,2002,4.3,63.3,0.70,6.51,28.4,31.6,3.49,54.0,2.56,4.42,57.9,3.02,0.23,39.1,191.9,107.4,5.58,1.16,0.70,2.33,1.40,44.2,37.0,83.7,4.19,Matches
2321,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,de Bundesliga,26-114,1996,16.8,51.5,3.45,15.2,28.5,9.76,1.37,51.2,0.54,0.83,64.3,0.60,0.00,30.2,115.5,44.5,2.20,0.71,0.18,1.07,0.77,33.6,30.1,89.4,1.79,Matches
2322,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,fr Ligue 1,26-180,1995,18.5,39.7,0.70,5.35,19.6,18.1,4.54,39.0,1.95,4.49,43.4,2.38,0.32,27.9,127.2,80.8,4.05,1.24,0.38,3.51,2.86,40.8,27.7,68.0,7.46,Matches
2323,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,eng Premier League,22-195,1999,12.3,73.4,2.68,18.3,43.1,16.7,0.24,71.5,0.24,0.33,75.0,0.24,0.00,50.2,306.4,165.0,7.32,1.79,0.00,0.81,0.57,56.5,54.2,96.0,0.89,Matches
2324,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,fr Ligue 1,25-240,1996,16.6,55.1,3.86,15.8,26.3,16.7,1.39,46.6,1.63,3.01,54.0,1.69,0.12,32.0,172.5,120.1,6.27,1.99,0.30,1.51,1.02,37.5,32.0,85.4,4.34,Matches
2325,Luigi Samele\548fea2f,it ITA,FW,Sassuolo,it Serie A,20-026,2002,0.1,50.0,10.0,20.0,0.00,30.0,10.0,50.0,0.00,0.00,,0.00,0.00,20.0,10.0,10.0,0.00,0.00,0.00,0.00,10.0,20.0,20.0,100.0,20.0,Matches
2326,Fede San Emeterio\efecd633,es ESP,MF,Cádiz,es La Liga,25-050,1997,9.2,43.9,1.85,12.4,26.4,6.41,0.22,43.4,0.11,0.22,50.0,0.11,0.00,25.2,80.1,21.4,0.87,0.11,0.00,0.65,0.54,29.0,27.3,94.0,0.54,Matches
2327,Antonio Sanabria\0a447501,py PAR,FW,Torino,it Serie A,26-062,1996,20.0,37.7,0.70,2.20,18.1,19.6,4.95,36.5,0.50,0.95,52.6,0.50,0.00,24.1,97.7,25.3,1.50,0.95,0.40,4.15,2.25,55.0,29.7,54.0,7.85,Matches
2328,Oihan Sancet\bdb624a3,es ESP,FW,Athletic Club,es La Liga,22-010,2000,15.8,43.3,0.82,2.85,20.6,23.0,5.25,42.6,1.27,2.22,57.1,1.39,0.00,32.1,148.8,73.4,4.94,1.96,0.89,2.97,3.61,50.1,35.1,70.0,11.6,Matches
2329,Renato Sanches\032f894e,pt POR,MF,Lille,fr Ligue 1,24-260,1997,17.3,76.5,1.21,14.0,47.0,22.6,1.68,72.5,1.97,2.95,66.7,2.02,0.17,59.6,333.2,216.2,8.79,2.08,0.87,2.02,1.79,64.8,58.3,90.0,2.83,Matches
2330,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,it Serie A,33-137,1988,9.6,58.6,0.52,4.27,27.2,31.1,5.73,55.9,2.29,3.13,73.3,2.40,0.00,47.4,218.0,94.4,6.67,1.98,1.15,1.46,3.02,60.5,46.1,76.2,9.90,Matches
2331,Antonio Sánchez\a254bbe0,es ESP,MFFW,Mallorca,es La Liga,25-124,1997,15.3,53.0,2.68,13.7,27.6,14.1,1.83,51.3,1.11,1.90,58.6,1.18,0.20,34.8,166.5,71.3,2.88,0.65,0.26,1.31,1.70,35.6,30.1,84.7,3.27,Matches
2332,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,eng Premier League,25-327,1996,15.0,68.0,8.00,31.7,34.4,6.20,1.40,66.7,0.13,0.27,50.0,0.20,0.00,43.0,221.7,120.9,4.93,0.93,0.00,0.20,0.47,47.8,46.3,96.8,0.27,Matches
2333,Germán Sánchez\ea9b2ef9,es ESP,DF,Granada,es La Liga,35-186,1986,23.8,53.5,9.92,31.1,23.0,1.97,1.18,51.3,0.00,0.13,0.0,0.00,0.00,26.5,143.3,67.6,1.30,0.13,0.00,0.08,0.00,30.6,29.7,97.3,0.29,Matches
2334,Juan Sánchez\ff4f78e1,es ESP,MF,Sevilla,es La Liga,18-263,2003,0.1,60.0,10.0,40.0,20.0,0.00,0.00,60.0,0.00,0.00,,0.00,0.00,20.0,90.0,0.00,0.00,0.00,0.00,10.0,0.00,40.0,40.0,100.0,0.00,Matches
2335,Manuel Sánchez\ffacd3d5,es ESP,DFMF,Osasuna,es La Liga,21-254,2000,23.2,56.5,2.37,13.8,26.0,19.4,1.34,46.7,1.03,1.85,55.8,1.08,0.04,31.5,139.0,71.4,3.58,0.99,0.30,1.25,1.08,36.5,30.4,83.3,2.46,Matches
2336,Robert Sánchez\6a713852,es ESP,GK,Brighton,eng Premier League,24-168,1997,34.0,43.8,34.3,43.4,0.44,0.00,0.00,35.6,0.00,0.00,,0.00,0.00,25.0,113.1,66.3,0.00,0.00,0.00,0.00,0.00,25.6,25.6,100.0,0.00,Matches
2337,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,eng Premier League,22-041,2000,21.1,56.5,0.85,8.06,24.5,30.7,5.50,55.2,2.27,3.93,57.8,2.37,0.71,44.5,287.1,195.5,9.95,3.51,2.46,1.75,1.80,54.0,43.8,81.2,6.73,Matches
2338,Philippe Sandler\60740e70,nl NED,DF,Troyes,fr Ligue 1,25-084,1997,0.8,46.3,13.8,32.5,12.5,1.25,0.00,45.0,0.00,0.00,,0.00,0.00,23.8,126.3,57.5,1.25,0.00,0.00,0.00,0.00,27.5,27.5,100.0,0.00,Matches
2339,Alex Sandro\0d82903c,br BRA,DF,Juventus,it Serie A,31-099,1991,17.4,69.0,4.77,23.0,33.0,18.5,2.07,62.2,0.46,0.98,47.1,0.46,0.17,44.5,261.0,144.8,6.15,1.95,0.57,0.63,1.15,48.1,45.3,94.3,1.90,Matches
2340,Leroy Sané\2b114be3,de GER,FWMF,Bayern Munich,de Bundesliga,26-114,1996,21.7,61.3,0.32,4.75,30.6,31.4,5.67,59.2,2.30,4.75,48.5,2.44,0.37,48.1,254.6,146.5,7.65,2.76,1.11,2.26,2.30,59.2,47.6,80.3,9.91,Matches
2341,Oier Sanjurjo\466824fb,es ESP,MF,Osasuna,es La Liga,35-345,1986,6.5,43.8,1.54,7.54,26.5,11.1,0.92,43.4,0.15,0.46,33.3,0.31,0.00,24.9,85.7,38.6,0.92,0.46,0.00,0.77,0.92,35.2,28.0,79.5,3.08,Matches
2342,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,de Bundesliga,18-201,2003,0.0,1,0,0,1,1,1,1,0,0,,0,0,1,37,36,1,1,1,0,0,1,1,100.0,0,Matches
2343,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,eng Premier League,27-260,1994,4.0,54.8,1.25,11.5,34.3,14.0,0.75,54.5,1.50,1.75,85.7,1.50,0.00,40.8,266.0,136.5,6.75,1.75,0.25,1.25,2.75,40.5,34.8,85.8,1.75,Matches
2344,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,it Serie A,30-237,1991,9.4,46.2,0.53,6.70,20.6,22.4,2.45,41.6,1.06,3.19,33.3,1.49,0.00,33.8,177.1,99.1,5.43,1.60,0.53,1.91,1.81,45.9,32.1,70.1,6.17,Matches
2345,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,de Bundesliga,27-057,1995,0.2,40.0,15.0,15.0,15.0,15.0,0.00,35.0,0.00,0.00,,0.00,0.00,10.0,155.0,100.0,5.00,5.00,0.00,0.00,0.00,10.0,10.0,100.0,5.00,Matches
2346,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,fr Ligue 1,27-057,1995,25.0,64.6,2.64,17.3,40.0,11.3,1.32,63.7,0.80,1.40,57.1,0.80,0.04,42.8,192.0,90.3,3.08,0.80,0.00,0.76,0.92,48.0,44.9,93.7,1.56,Matches
2347,Federico Santander\df85d472,py PAR,FWDF,Bologna,it Serie A,30-335,1991,0.7,65.7,1.43,4.29,30.0,32.9,5.71,62.9,1.43,2.86,50.0,1.43,0.00,41.4,172.9,55.7,2.86,0.00,0.00,4.29,4.29,70.0,54.3,77.6,10.0,Matches
2348,Jesús Santiago\bc49fd34,es ESP,MF,Valencia,es La Liga,17-345,2004,0.4,30.0,0.00,10.0,17.5,5.00,0.00,30.0,2.50,2.50,100.0,2.50,0.00,17.5,105.0,30.0,2.50,2.50,0.00,0.00,0.00,15.0,12.5,83.3,0.00,Matches
2349,Samir Santos\92b4758e,br BRA,DF,Udinese,it Serie A,27-151,1994,15.8,55.6,7.22,27.7,26.4,4.49,0.82,51.7,0.32,0.38,83.3,0.32,0.00,30.2,134.6,73.3,2.09,0.38,0.00,0.44,0.32,31.9,30.8,96.6,0.32,Matches
2350,Samir Santos\92b4758e,br BRA,DF,Watford,eng Premier League,27-151,1994,15.7,47.9,6.62,31.3,18.2,1.21,0.64,47.2,0.00,0.06,0.0,0.00,0.06,26.0,122.2,54.7,0.89,0.13,0.06,0.13,0.25,25.9,25.5,98.3,0.06,Matches
2351,Sergio Santos\cf59e05f,es ESP,DF,Real Madrid,es La Liga,21-122,2001,0.1,70.0,0.00,20.0,40.0,10.0,0.00,60.0,0.00,0.00,,0.00,0.00,60.0,150.0,130.0,10.0,0.00,0.00,0.00,0.00,60.0,60.0,100.0,0.00,Matches
2352,Alvaro Sanz\eaefa2d0,es ESP,MF,Barcelona,es La Liga,21-080,2001,0.3,53.3,0.00,10.0,26.7,16.7,0.00,50.0,0.00,0.00,,0.00,0.00,40.0,256.7,60.0,6.67,0.00,0.00,0.00,3.33,46.7,40.0,85.7,3.33,Matches
2353,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,it Serie A,30-135,1991,13.3,49.9,0.45,6.62,24.4,24.1,5.71,49.6,1.28,3.46,37.0,1.43,0.15,42.4,272.6,177.4,10.7,3.31,2.11,1.43,1.65,48.6,40.9,84.2,5.71,Matches
2354,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,fr Ligue 1,29-359,1992,0.2,115.0,0.00,0.00,45.0,75.0,5.00,115.0,5.00,10.0,50.0,5.00,0.00,110.0,200.0,100.0,5.00,5.00,0.00,5.00,0.00,130.0,115.0,88.5,10.0,Matches
2355,Marcelo Saracchi\1c96ad85,uy URU,DF,Levante,es La Liga,24-012,1998,0.5,96.0,4.00,14.0,38.0,50.0,2.00,82.0,0.00,0.00,,0.00,0.00,56.0,246.0,160.0,10.0,6.00,0.00,0.00,2.00,72.0,60.0,83.3,8.00,Matches
2356,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,eng Premier League,22-074,2000,17.5,37.3,1.89,7.03,15.9,16.5,3.66,36.7,1.03,1.94,52.9,1.03,0.06,21.2,119.7,56.9,2.23,1.03,0.23,2.34,2.00,39.3,23.1,58.8,5.14,Matches
2357,Jeremy Sarmiento\ac0d576d,ec ECU,FWMF,Brighton,eng Premier League,19-323,2002,0.5,70.0,4.00,12.0,28.0,36.0,2.00,68.0,2.00,2.00,100.0,2.00,0.00,50.0,392.0,240.0,10.0,4.00,0.00,6.00,4.00,52.0,40.0,76.9,8.00,Matches
2358,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,de Bundesliga,30-094,1992,0.7,85.7,2.86,25.7,34.3,31.4,7.14,78.6,0.00,5.71,0.0,4.29,1.43,47.1,250.0,108.6,7.14,2.86,1.43,0.00,0.00,50.0,44.3,88.6,5.71,Matches
2359,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,eng Premier League,24-069,1998,19.7,37.6,0.61,5.08,15.3,21.1,4.01,37.2,1.78,3.45,51.5,1.88,0.41,29.6,182.7,122.0,6.35,2.23,1.22,3.05,2.84,42.2,27.9,66.2,6.55,Matches
2360,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,eng Premier League,23-102,1999,5.7,89.3,6.67,35.1,51.8,8.25,0.00,84.9,0.00,0.70,0.0,0.18,0.00,61.1,299.6,133.3,5.26,2.11,0.00,0.18,0.18,65.3,64.0,98.1,0.35,Matches
2361,Joan Sastre Vanrell\f9acf8bf,es ESP,DF,Mallorca,es La Liga,25-005,1997,2.9,49.7,5.17,19.3,22.8,10.0,0.69,41.7,1.03,1.38,75.0,1.03,0.00,25.9,98.3,58.6,2.07,1.03,0.00,0.34,1.03,27.2,25.9,94.9,1.03,Matches
2362,Martin Satriano\86383d0e,it ITA,FWMF,Inter,it Serie A,21-074,2001,0.4,37.5,0.00,5.00,15.0,20.0,5.00,37.5,0.00,2.50,0.0,0.00,0.00,15.0,72.5,0.00,0.00,0.00,0.00,5.00,2.50,47.5,22.5,47.4,12.5,Matches
2363,Martin Satriano\86383d0e,it ITA,FW,Brest,fr Ligue 1,21-074,2001,8.7,27.5,0.57,2.87,13.0,13.0,3.56,26.1,0.92,1.72,53.3,0.92,0.11,17.6,62.8,25.2,1.15,0.34,0.23,2.18,1.72,38.2,19.4,50.9,5.17,Matches
2364,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,fr Ligue 1,30-134,1991,26.8,76.0,1.16,12.1,42.0,26.9,2.35,66.2,2.87,4.74,60.6,3.17,0.22,50.1,233.5,119.3,5.34,1.57,0.45,2.24,2.09,57.8,51.0,88.3,3.84,Matches
2365,Esteban Saveljich\79f2a5f5,me MNE,DF,Rayo Vallecano,es La Liga,30-350,1991,18.9,39.9,6.24,23.7,17.7,1.01,0.58,38.9,0.00,0.05,0.0,0.00,0.00,22.1,136.6,59.1,1.11,0.05,0.00,0.00,0.21,23.8,23.1,97.3,0.05,Matches
2366,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,es La Liga,31-117,1991,23.1,61.7,7.23,32.9,30.6,2.86,1.13,60.2,0.30,0.30,100.0,0.30,0.00,37.8,222.9,137.9,3.03,0.65,0.00,0.26,0.13,41.1,40.4,98.4,0.26,Matches
2367,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,de Bundesliga,19-125,2002,21.0,63.3,2.57,17.1,32.2,17.6,1.76,53.1,1.10,2.19,50.0,1.19,0.05,37.5,179.5,88.0,4.29,0.90,0.38,2.38,1.14,39.9,36.4,91.3,2.38,Matches
2368,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,it Serie A,18-145,2003,8.2,71.0,3.90,28.7,35.2,11.5,3.05,68.5,0.37,0.73,50.0,0.49,0.00,42.8,187.8,93.9,3.54,0.85,0.24,0.73,0.61,46.0,44.5,96.8,0.98,Matches
2369,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,it Serie A,23-124,1999,21.1,36.1,0.95,2.89,19.8,15.2,4.41,33.7,0.66,1.37,48.3,0.81,0.00,22.2,99.2,39.9,2.32,0.95,0.24,2.89,1.90,43.1,27.1,62.9,7.91,Matches
2370,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,eng Premier League,18-042,2004,0.0,1,0,0,1,0,0,1,1,1,100.0,1,0,2,2,1,0,0,0,0,0,3,1,33.3,0,Matches
2371,Kevin Schade\52afb588,de GER,FWMF,Freiburg,de Bundesliga,20-159,2001,9.2,39.5,1.74,7.61,14.9,19.7,6.52,38.3,1.52,4.35,35.0,1.85,0.22,23.3,130.1,81.8,4.24,1.09,1.20,3.04,2.39,42.6,25.2,59.2,7.07,Matches
2372,András Schäfer\049751d7,hu HUN,MF,Union Berlin,de Bundesliga,23-022,1999,2.1,44.8,0.95,11.4,23.8,12.9,0.48,44.8,1.43,1.90,75.0,1.43,0.00,32.9,151.4,69.5,3.33,1.43,0.00,2.38,0.48,31.0,28.1,90.8,2.86,Matches
2373,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,eng Premier League,30-136,1991,23.4,50.8,8.55,29.1,22.6,2.91,0.98,47.3,0.30,0.47,63.6,0.34,0.00,27.6,171.7,102.4,2.14,0.56,0.00,0.17,0.26,27.7,26.9,96.9,0.13,Matches
2374,Louis Schaub\b50ec54b,at AUT,MFFW,Köln,de Bundesliga,27-127,1994,7.2,59.3,1.81,12.5,22.2,29.6,4.31,56.8,2.36,3.89,60.7,2.50,0.00,42.4,278.1,180.0,8.75,2.78,1.39,2.08,2.22,48.3,38.8,80.2,7.08,Matches
2375,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,it Serie A,29-071,1993,6.3,48.7,3.33,13.0,27.9,10.6,1.75,43.0,0.16,0.16,100.0,0.16,0.00,25.6,128.9,55.1,2.86,0.79,0.16,1.11,0.32,29.2,26.2,89.7,1.27,Matches
2376,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,de Bundesliga,26-101,1996,21.2,30.7,1.46,2.83,15.8,13.2,6.13,29.2,0.75,1.75,43.2,0.80,0.19,16.5,59.2,26.5,1.84,0.38,0.61,2.59,1.60,42.9,23.3,54.3,7.31,Matches
2377,Kingsley Schindler\bd527260,de GER,DFMF,Köln,de Bundesliga,28-297,1993,3.5,58.3,1.43,14.3,24.3,23.7,3.14,49.1,0.00,0.00,,0.00,0.00,30.0,171.4,96.9,4.29,1.71,0.86,0.57,1.43,39.4,29.7,75.4,4.00,Matches
2378,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,de Bundesliga,24-219,1997,9.6,49.3,1.77,9.69,30.3,12.1,1.15,48.5,0.94,1.46,64.3,0.94,0.10,31.9,180.6,101.4,4.27,0.83,0.21,1.04,1.46,30.8,28.4,92.2,2.71,Matches
2379,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,de Bundesliga,25-007,1997,3.5,50.0,9.71,34.0,17.4,0.86,0.57,49.4,0.00,0.00,,0.00,0.00,24.0,111.1,36.9,0.29,0.00,0.00,0.00,0.29,23.4,23.1,98.8,0.00,Matches
2380,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,de Bundesliga,22-155,1999,28.9,69.1,9.24,34.7,34.3,5.36,2.01,67.4,0.66,1.18,55.9,0.66,0.00,40.5,221.3,136.7,3.77,0.87,0.00,0.52,0.48,41.9,40.5,96.6,0.59,Matches
2381,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,eng Premier League,29-133,1992,18.3,47.0,2.46,11.1,26.5,12.5,2.84,46.7,1.48,2.68,55.1,1.64,0.22,29.3,145.2,72.5,3.33,0.55,0.38,1.53,1.64,35.3,29.5,83.6,2.79,Matches
2382,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,35-181,1986,33.0,37.3,33.2,37.0,0.33,0.00,0.00,25.4,0.00,0.00,,0.00,0.00,15.8,66.9,30.3,0.03,0.00,0.00,0.00,0.00,15.9,15.7,98.9,0.00,Matches
2383,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,de Bundesliga,31-313,1990,6.2,58.1,2.42,16.1,29.4,15.2,1.29,49.2,0.81,0.97,83.3,0.81,0.00,31.8,146.3,83.1,3.23,0.48,0.00,0.65,0.97,36.5,31.5,86.3,2.10,Matches
2384,Benno Schmitz\ad00b1a8,de GER,DF,Köln,de Bundesliga,27-169,1994,25.7,71.0,2.14,20.3,34.0,21.2,0.93,58.6,0.19,0.54,35.7,0.27,0.08,36.6,183.8,115.3,4.36,2.26,0.27,0.89,0.23,41.9,38.4,91.6,1.95,Matches
2385,David Schnegg\1c341b14,at AUT,DF,Venezia,it Serie A,23-218,1998,1.6,71.9,6.25,38.8,25.0,15.0,0.00,60.6,0.63,2.50,25.0,0.63,0.00,40.0,166.9,119.4,1.88,1.25,0.00,1.88,3.13,41.9,37.5,89.6,0.63,Matches
2386,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,fr Ligue 1,32-178,1989,6.5,65.4,3.69,19.4,41.7,7.69,0.62,64.2,1.08,1.38,77.8,1.23,0.15,41.7,174.6,83.2,2.77,0.62,0.00,0.31,0.31,46.3,43.1,93.0,1.69,Matches
2387,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,de Bundesliga,28-087,1994,25.7,51.9,1.17,9.77,27.5,18.5,1.91,49.8,1.13,2.06,54.7,1.21,0.12,33.5,168.7,79.3,3.66,1.32,0.35,1.67,1.98,37.6,30.8,81.9,3.85,Matches
2388,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,it Serie A,25-113,1997,13.0,63.1,4.69,20.3,35.4,10.5,0.31,62.1,1.46,1.62,90.5,1.46,0.08,37.4,154.5,61.2,2.00,0.77,0.00,1.54,0.85,43.2,40.6,94.1,1.23,Matches
2389,Nico Schulz\fa274d97,de GER,DF,Dortmund,de Bundesliga,29-034,1993,9.0,83.0,2.00,23.9,45.1,20.1,2.11,72.0,0.56,1.22,45.5,0.67,0.00,51.2,225.9,125.1,5.44,1.67,0.44,1.00,1.56,55.4,52.2,94.2,2.89,Matches
2390,Marvin Schwäbe\87436846,de GER,GK,Köln,de Bundesliga,27-010,1995,19.0,49.6,42.1,49.4,0.32,0.00,0.00,40.6,0.00,0.00,,0.00,0.00,29.5,117.3,52.7,0.00,0.00,0.00,0.00,0.00,31.8,31.5,99.0,0.00,Matches
2391,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,de Bundesliga,29-337,1992,24.2,37.4,34.0,37.4,0.00,0.00,0.00,26.5,0.00,0.00,,0.00,0.00,17.2,78.6,36.9,0.00,0.00,0.00,0.00,0.00,16.1,16.0,99.5,0.00,Matches
2392,Valentino Scotta\98529579,es ESP,DF,Sevilla,es La Liga,20-268,2001,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0,Matches
2393,Demba Seck\16463a79,sn SEN,FWMF,Torino,it Serie A,21-084,2001,1.1,45.5,0.00,1.82,22.7,25.5,8.18,45.5,2.73,3.64,75.0,2.73,0.00,38.2,274.5,197.3,11.8,1.82,1.82,4.55,0.91,44.5,33.6,75.5,4.55,Matches
2394,Aleksandar Sedlar\a35134ae,rs SRB,DFMF,Mallorca,es La Liga,30-143,1991,4.5,46.9,8.00,29.8,18.7,1.33,0.22,45.8,0.00,0.00,,0.00,0.00,24.7,134.4,63.3,1.33,0.44,0.00,0.22,0.44,27.1,25.3,93.4,0.00,Matches
